,ID,Is desens,IC ISI Decile 0,IC ISI Decile 1,IC ISI Decile 2,IC ISI Decile 3,IC ISI Decile 4,IC ISI Decile 5,IC ISI Decile 6,IC ISI Decile 7,IC ISI Decile 8,IC ISI Decile 9,IC ISI Decile 10,IC Phase Decile 0,IC Phase Decile 1,IC Phase Decile 2,IC Phase Decile 3,IC Phase Decile 4,IC Phase Decile 5,IC Phase Decile 6,IC Phase Decile 7,IC Phase Decile 8,IC Phase Decile 9,IC Phase Decile 10,IC Additional feature 0,IC Additional feature 1,IC Additional feature 2,IC Additional feature 3,PD ISI Decile 0,PD ISI Decile 1,PD ISI Decile 2,PD ISI Decile 3,PD ISI Decile 4,PD ISI Decile 5,PD ISI Decile 6,PD ISI Decile 7,PD ISI Decile 8,PD ISI Decile 9,PD ISI Decile 10,PD Phase Decile 0,PD Phase Decile 1,PD Phase Decile 2,PD Phase Decile 3,PD Phase Decile 4,PD Phase Decile 5,PD Phase Decile 6,PD Phase Decile 7,PD Phase Decile 8,PD Phase Decile 9,PD Phase Decile 10,PD Additional feature 0,PD Additional feature 1,PD Additional feature 2,PD Additional feature 3,AM ISI Decile 0,AM ISI Decile 1,AM ISI Decile 2,AM ISI Decile 3,AM ISI Decile 4,AM ISI Decile 5,AM ISI Decile 6,AM ISI Decile 7,AM ISI Decile 8,AM ISI Decile 9,AM ISI Decile 10,AM Phase Decile 0,AM Phase Decile 1,AM Phase Decile 2,AM Phase Decile 3,AM Phase Decile 4,AM Phase Decile 5,AM Phase Decile 6,AM Phase Decile 7,AM Phase Decile 8,AM Phase Decile 9,AM Phase Decile 10,AM Additional feature 0,AM Additional feature 1,AM Additional feature 2,AM Additional feature 3,LG ISI Decile 0,LG ISI Decile 1,LG ISI Decile 2,LG ISI Decile 3,LG ISI Decile 4,LG ISI Decile 5,LG ISI Decile 6,LG ISI Decile 7,LG ISI Decile 8,LG ISI Decile 9,LG ISI Decile 10,LG Phase Decile 0,LG Phase Decile 1,LG Phase Decile 2,LG Phase Decile 3,LG Phase Decile 4,LG Phase Decile 5,LG Phase Decile 6,LG Phase Decile 7,LG Phase Decile 8,LG Phase Decile 9,LG Phase Decile 10,LG Additional feature 0,LG Additional feature 1,LG Additional feature 2,LG Additional feature 3,DG ISI Decile 0,DG ISI Decile 1,DG ISI Decile 2,DG ISI Decile 3,DG ISI Decile 4,DG ISI Decile 5,DG ISI Decile 6,DG ISI Decile 7,DG ISI Decile 8,DG ISI Decile 9,DG ISI Decile 10,DG Phase Decile 0,DG Phase Decile 1,DG Phase Decile 2,DG Phase Decile 3,DG Phase Decile 4,DG Phase Decile 5,DG Phase Decile 6,DG Phase Decile 7,DG Phase Decile 8,DG Phase Decile 9,DG Phase Decile 10,DG Additional feature 0,DG Additional feature 1,DG Additional feature 2,DG Additional feature 3,# Long IC Bursts
10,"3-20-23 Unfed Hemo +
 gsif 10^-6M segment 2",False,0.02403,0.03537,0.03726,0.03888,0.0405,0.04266,0.04617,0.053919,0.06696,0.1203930000005584,7.232220000000325,0,2.0,4.0,7.0,10.0,13.0,54.0,67.19999999999993,77.0,94.0,99,22.44874654773096,0.9752482640185413,1.009497248812859,50.0,0.01026,0.01755,0.027,0.02862,0.02997,0.03132,0.03267,0.03429,0.04023,1.0473299999998744,4.17555,0,19.0,29.0,36.0,46.0,56.0,63.0,74.0,81.0,93.0,99,36.408012783517584,0.9904300032330914,1.2684547244094797,50.0,0.0972,0.10638,0.1101600000001781,0.1158300000000508,0.1240920000002006,0.1363499999999931,0.1702080000002752,0.2350889999999252,0.3964139999997315,0.8815500000000626,3.1047300000000178,0,3.0,8.0,13.0,22.0,53.0,63.0,71.0,80.0,93.0,99,7.798467200351977,0.646230107,1.8795357960118448,13.76214833757437,0.04158,0.3106349999997292,0.3974400000001878,0.6449490000001332,0.9679500000002008,1.0727099999999157,1.666493999999966,3.012147000000277,4.340520000000197,5.537456999999999,14.945310000000063,0,8.7,15.0,17.0,20.8,23.5,46.0,56.9,64.80000000000001,83.0,96,12.010319077179878,0.9708416887973386,1.0025719512416045,2.5248857287963857,0.04914,0.05319,0.05535,0.05778,0.06183,0.06642,0.06912,0.07182,0.07506,0.08478,13.95441000000028,0,5.0,10.0,17.0,75.0,79.0,82.0,86.0,90.0,95.0,99,15.274764875064776,0.9807480215931756,1.0050170150704991,50.0,8
11,"3-20-23 Unfed Hemo +
 gsif 10^-6M segment 3",False,0.02862,0.03483,0.03618,0.037611,0.03942,0.04104,0.04374,0.04914,0.06102,0.1206089999997405,8.449919999999565,0,2.0,5.0,7.0,9.0,12.0,15.0,60.0,71.0,88.0,99,23.253360988239614,0.99127684,1.1744661687994602,30.556213018016138,0.01026,0.02025,0.02754,0.02916,0.03051,0.03186,0.03321,0.03537,0.046872,1.0788929999999253,4.310550000000148,10,19.0,26.0,32.0,42.0,49.0,61.0,70.0,82.0,92.0,99,34.86198464149095,0.9974945192608792,1.3044366369802354,38.60769230762753,0.1001700000001619,0.1088100000001759,0.1123200000001816,0.11691,0.1239299999997456,0.1395899999997709,0.1811700000002929,0.2300400000003719,0.3761100000001534,0.9231300000001283,5.809319999999843,0,4.0,7.0,11.0,15.0,24.5,55.0,65.69999999999999,74.0,90.0,99,7.688977473086335,0.8965421081985364,1.048282582216806,8.97317436660193,0.02349,0.2835000000000036,0.3460320000001047,0.4325399999997898,0.7430400000002919,1.037610000000086,1.4931000000001404,2.8079999999999927,4.077701999999953,6.5061900000000605,15.73775999999998,1,14.0,15.0,17.2,19.6,23.0,30.0,50.8,58.20000000000002,80.40000000000003,97,42.57130694,0.983890338,1.645623941276113,3.539938080495158,0.04806,0.0513,0.05346,0.0567,0.06264,0.06642,0.0702,0.07371,0.07938,0.09585,14.014079999999469,0,6.0,10.0,15.0,24.0,76.0,80.0,84.0,89.0,94.0,99,15.135882304969902,0.985010789,1.013928229571561,50.0,7
12,"3-26-23 Saline 0 +
 gsif 10^-6M segment 0",False,0.0594,0.07614,0.08289,0.09207,0.09936,0.1098899999999503,0.125172,0.1587599999998019,0.8858700000000681,1.0397700000000896,1.2654900000002272,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,10.156056632252504,0.8721997013014682,1.031697116442926,0.4960956564175528,0.01026,0.01296,0.01728,0.02025,0.027,0.02835,0.02943,0.03132,0.03753,1.0511099999999942,1.394549999999981,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,45.63821074833455,0.9744433688287758,1.000775043596367,26.327731092401592,0.01053,0.09801,0.1055700000001252,0.1125899999997273,0.1211220000001049,0.1349999999999909,0.1533060000000204,0.1881899999998495,0.3055319999999941,0.6015599999998358,1.3732199999999466,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,8.864646542666298,0.853912702,1.031224655,1.0515759312271413,199.98981000000023,199.98981000000023,199.98981000000023,199.98981000000023,199.98981000000023,199.98981000000023,199.98981000000023,199.98981000000023,199.98981000000023,199.98981000000023,199.98981000000023,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,0.0,0.0,0.0,-100.0,0.01026,0.2043900000001031,0.2663279999999759,0.3410099999998692,0.45468,0.5899500000000444,0.8340299999999843,1.0224899999998345,1.357290000000012,1.6804799999999886,7.670159999999896,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,12.495230745988165,0.960468882,1.3496128082094294,6.552983081032277,0
13,"3-26-23 Saline 0 +
 gsif 10^-6M segment 1",False,0.04806,0.063153,0.06696,0.071199,0.07668,0.08208,0.09288,0.1121309999999539,0.7464960000000709,0.888165,1.121309999999994,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,12.760185245007762,0.9311341199134068,1.0070320077592627,7.5229007633733165,0.01026,0.01269,0.01566,0.02187,0.02565,0.02646,0.02754,0.03105,0.03888,0.9455399999997098,1.1650500000000648,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,46.626102561559456,0.9670915411355222,1.0131486264383522,29.75510204102905,0.01755,0.08424,0.08748,0.09099,0.09504,0.09936,0.1044900000001689,0.11691,0.1827899999998408,0.38475,0.7033500000000004,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,10.056993337577683,0.7808061420345179,1.0449257922182869,0.4244604316526568,1.0200599999998303,1.0656900000005862,1.1477700000000368,1.1731500000003052,1.2004740000002585,1.239029999999843,1.386395999999968,8.450460000000021,13.441140000000132,20.46653999999944,29.617649999999912,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,0.0,0.9605633802816876,1.1168636794037603,0.7005563195400328,0.01053,0.1144259999999576,0.1299779999999827,0.1529820000000199,0.1819800000000668,0.2286900000001424,0.2740499999999883,0.333693,0.4042439999999717,0.7170930000000245,16.43462999999997,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,8.004617574176631,0.9600617720021732,1.032325356579545,50.0,0
14,"3-26-23 Saline 0 +
 gsif 10^-6M segment 2",False,0.04563,0.05805,0.06237,0.06588,0.070524,0.07533,0.0837,0.099927,0.2257199999999102,0.8699129999999743,1.1358900000000176,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,13.854163937753857,0.9308295697647672,1.0081476156242644,2.8808510638365274,0.01026,0.01512,0.02403,0.02511,0.02565,0.02646,0.02727,0.03159,0.04212,0.9264240000000656,1.0951199999999517,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,41.36711051969946,0.9822485207100295,1.0185836263184644,23.56910569101583,0.01296,0.08181,0.08505,0.08856,0.09234,0.09612,0.1017900000001645,0.1189349999998511,0.1838700000000699,0.30537,0.67689,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,10.497016680491871,0.8272836059035741,1.0359504132231905,0.3162650602384273,0.4244400000000041,1.1032199999999648,1.155653999999822,1.1817899999998644,1.2216959999997925,1.252259999999751,1.306206,2.9097899999997026,7.358202000000074,9.624420000000327,18.05814000000009,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,0.0,0.9314165246254624,1.5292557448268065,5.267865270823495,0.01053,0.094203,0.1030859999998028,0.1136699999999564,0.1281420000000708,0.160245,0.1919700000000829,0.2270429999999123,0.2814480000000004,0.4321350000000166,20.74221000000012,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,8.480983570366217,0.9876729625242242,1.0001432067906169,25.864506627416453,0
15,"3-26-23 Saline 0 +
 gsif 10^-6M segment 3",False,0.04563,0.05832,0.06183,0.066177,0.07047,0.07506,0.08262,0.096606,0.2189159999999002,0.8806859999999005,1.175040000000081,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,13.979354928393564,0.9267003676471388,1.0,6.913043478273894,0.01026,0.018387,0.02403,0.02484,0.02538,0.02592,0.02673,0.03078,0.03483,0.9455400000001418,1.1202299999999925,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,41.05472631132055,0.9816823330922816,1.0002410800385733,36.12048192764997,0.01485,0.08235,0.0864,0.08937,0.092772,0.0972,0.1044900000000325,0.1206899999999677,0.1752840000000561,0.2929499999997915,0.7176600000000235,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,10.34792412602058,0.7603461249061984,1.0415360501568085,0.5347432024169184,0.9752399999999852,1.1099699999999757,1.15425,1.2039299999999002,1.2283380000003037,1.2602250000002186,1.3148459999998976,1.3688999999999396,8.237700000000132,9.58068,19.08494999999993,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,0.0,0.931626229,1.4531381699319383,4.496532027743343,0.01053,0.08316,0.089208,0.09612,0.1074599999999463,0.1298700000002099,0.1636200000000371,0.1884599999998499,0.2497500000000855,0.3696299999999155,22.32332999999994,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,9.216398812292995,0.9868648629035176,1.2031811633220286,50.0,0
16,"3-26-23 Saline 1 +
 gsif 10^-6M segment 0",False,0.05724,0.07317,0.078246,0.08451,0.09288,0.1020599999999376,0.119988,0.1636200000000371,0.8714519999999994,0.9871200000000044,3.13254,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,10.860044007293856,0.9653508015860258,1.054535538992998,0.8312189740764608,0.01026,0.0108,0.01188,0.01269,0.0135,0.01485,0.01836,0.0243,0.03159,0.05832,1.1826000000003205,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,63.62509713024449,0.960502283,1.0103806228381695,50.0,0.01053,0.08694,0.09396,0.1001699999999345,0.109134,0.1213650000000825,0.139752,0.1768500000000585,0.2726999999999862,0.48276,1.2554999999999836,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,9.971809778155077,0.767096774,1.0821503374446615,0.9240837696333405,1.1177999999999884,1.1177999999999884,1.1177999999999884,9.4311,17.744399999999814,17.744399999999814,17.744399999999814,98.91646500000002,180.08853000000022,180.08853000000022,180.08853000000022,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,0.0,0.092324592,10.149034625008571,14.8743961352657,0.01026,0.1403999999999996,0.1665900000000419,0.1930500000000847,0.2197800000001279,0.2562300000001869,0.3226499999996122,0.4414500000001453,0.6188399999998637,0.8461800000000039,5.6116799999999785,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,7.507139999,0.9808987682833044,1.0048832374414258,5.400230680497784,0
17,"3-26-23 Saline 1 +
 gsif 10^-6M segment 1",False,0.04968,0.06399,0.06831,0.07317,0.07803,0.08424,0.096606,0.1312199999997574,0.7441200000000663,0.9050400000000992,2.0846699999997327,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,12.552886722341704,0.9492293744332748,1.0131216375802812,9.159259259272233,0.01026,0.0135,0.02133,0.02322,0.02376,0.0243,0.02565,0.02916,0.0378,0.8953740000001751,1.11726,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,45.30580809716193,0.9797003383274538,1.033208489387893,0.6611226611230138,0.01134,0.08127,0.08505,0.08856,0.09207,0.0972,0.1050299999999424,0.1203929999999672,0.1721520000000509,0.3122819999999821,0.5918400000000474,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,10.38658489161434,0.7682481751825098,1.0018281535649023,0.2598684210526316,0.3229200000000674,0.9776700000001484,1.059156,1.1061629999999696,1.1618100000000595,1.2727799999997842,3.640679999999975,5.519555999999965,7.639974000000031,11.862881999999988,23.634720000000016,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,0.0,0.9577773715956758,1.2965415092942378,4.247136190072925,0.01215,0.08586,0.099306,0.1069200000000364,0.1166399999997338,0.1283849999999802,0.1471499999997377,0.1861110000000053,0.2511540000002242,0.3475710000003127,16.167329999999993,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,9.509213119728685,0.9806442993369932,1.105268015357353,17.976518218605737,0
18,"3-26-23 Saline 1 +
 gsif 10^-6M segment 2",False,0.04131,0.05265,0.05751,0.06075,0.06426,0.06831,0.07398,0.08667,0.1806299999998373,0.8697779999998149,2.962170000000014,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,15.344852520391171,0.9483182936833404,1.3286908077993338,15.035897435815228,0.01026,0.020331,0.02268,0.02322,0.02349,0.02403,0.02538,0.02808,0.03915,0.9162180000004356,1.1180699999999888,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,42.36981864288203,0.963535378,1.0112332112332296,32.623529412028475,0.01026,0.0756,0.07992,0.08289,0.0864,0.09126,0.1007099999999354,0.1193399999999655,0.1768500000000585,0.2681099999999787,0.6990299999999934,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,10.955875075985258,0.9463113171107664,1.0160910518050283,0.16607354685679682,0.3107700000000477,0.74925,0.9922500000000128,1.0675799999999072,1.1277900000000043,1.1569499999998245,1.2105180000000928,1.2808800000000249,1.5589800000000196,6.824519999999893,12.182670000000144,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,0.0,0.8993595000111064,1.1996756268113136,2.1207557502745065,0.01404,0.071064,0.0783,0.08343,0.09315,0.1005749999999352,0.1152899999997316,0.1402379999997492,0.1622699999995802,0.2302289999997359,15.89462999999978,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,10.879103949497305,0.9804820873464922,1.1146898432174457,50.0,0
19,"3-26-23 Saline 1 +
 gsif 10^-6M segment 3",False,0.04185,0.05211,0.05589,0.05967,0.06345,0.06723,0.07371,0.087615,0.1908899999998539,0.8604900000000271,3.088529999999992,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,15.43246699312709,0.9471107614301828,1.0358598207008776,12.069672131126833,0.01026,0.0216,0.02268,0.02322,0.02349,0.02457,0.02592,0.030159,0.04806,0.953694,1.1439900000000307,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,41.66564018503431,0.9615293839980508,1.0150934355534504,31.325301204768547,0.01512,0.07695,0.08046,0.08343,0.08694,0.091935,0.1017899999999372,0.122121,0.1892699999998512,0.2648969999999735,0.8164799999999559,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,10.36418640874026,0.8369708994709055,1.1826359014469796,1.3192090395487819,0.19224,0.3350430000000869,0.5840100000000348,0.7913699999999381,1.021518,1.1051099999999678,1.160892000000058,1.203335999999922,1.3265100000000984,6.546878999999935,13.694940000000088,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,5.187300790214158,0.9306612515279412,1.4937126365698188,3.26294277929182,0.01377,0.06588,0.07236,0.07641,0.08181,0.0891,0.0972,0.1131300000001829,0.1360799999999926,0.1890000000000782,16.661699999999882,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,11.768616289757526,0.9776373359260968,1.049543344048145,50.0,0
20,"3-26-23 Unfed Hemo +
 gsif 10^-6M segment 0",False,0.05292,0.06777,0.071928,0.0756,0.081,0.08667,0.09666,0.1263059999999767,0.8297639999999774,1.0535130000001118,3.1133699999998043,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,12.02220497461244,0.9663515740178084,1.0152315548511568,7.699300699288921,0.01026,0.01296,0.018846,0.01971,0.020142,0.02079,0.02187,0.02349,0.02754,0.04239,1.4461200000000645,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,50.91546213241433,0.984690067,1.0174772036474444,50.0,0.01026,0.1178820000000314,0.1325699999999869,0.1468799999999873,0.1694520000000466,0.2057399999998779,0.2661659999999301,0.5094360000001188,0.8267399999999725,1.0554030000000467,36.953219999999874,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,8.319979905475034,0.078545253,2.8330906824354782,42.81506849308291,199.93976999999995,199.93976999999995,199.93976999999995,199.93976999999995,199.93976999999995,199.93976999999995,199.93976999999995,199.93976999999995,199.93976999999995,199.93976999999995,199.93976999999995,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,0.0,0.0,0.0,-100.0,0.10908,0.2546099999999569,0.3034800000000359,0.34992,0.4096979999999803,0.4603500000000622,0.5295779999999467,0.6291000000001077,0.8192339999999617,1.416150000000016,4.088610000000017,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,6.117326686095631,0.9326421448854282,1.0773335230506598,2.366207951070164,0
21,"3-26-23 Unfed Hemo +
 gsif 10^-6M segment 1",False,0.03861,0.04887,0.05562,0.06075,0.06588,0.07155,0.08127,0.0972,0.1476900000000114,0.8626500000000306,6.717869999999948,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,14.938006932144878,0.9786182227402428,1.5547709804411778,42.88888888899421,0.01026,0.01269,0.01809,0.01917,0.01971,0.02025,0.02106,0.02403,0.02862,0.04914,1.838700000000017,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,52.06423000899455,0.978267254,1.2932016710975964,0.5524849047839089,0.01269,0.08667,0.09369,0.09963,0.1063799999999446,0.1163699999999607,0.1277099999999791,0.1505249999999023,0.2133000000001175,0.4349700000000212,2.9448899999999867,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,9.479430410018017,0.8796185935638028,1.0397521448999716,4.735258724424078,0.5281199999999444,0.5281199999999444,0.5281199999999444,9.070245,17.612370000000055,17.612370000000055,17.612370000000055,42.71750999999995,67.82264999999984,67.82264999999984,67.82264999999984,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,0.0,-0.251895937,3.850853121981858,2.8508531219818587,0.04347,0.06669,0.08046,0.09018,0.1061639999999442,0.1339199999999891,0.1859220000000732,0.2359799999999268,0.33777,0.5335200000001805,14.317020000000184,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,10.232719322566147,0.976728397,1.107847233829199,34.24945295405597,1
22,"3-26-23 Unfed Hemo +
 gsif 10^-6M segment 2",False,0.03753,0.04482,0.0486,0.05238,0.05832,0.06804,0.081702,0.100494,0.1363499999999931,0.7959330000001501,6.612300000000005,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,9.0,96,15.915612202082125,0.9817068191098112,1.001840867,32.65608465603119,0.01026,0.01269,0.01836,0.01944,0.01998,0.02025,0.02106,0.02295,0.02808,0.05022,2.277720000000045,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,48.0,99,51.88905451755418,0.9863679468943408,1.0384047267355545,20.6851851851462,0.01242,0.081,0.08397,0.08775,0.09477,0.1036800000001676,0.1193399999999655,0.14067,0.1927800000000843,0.3763800000001538,3.2459400000000187,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,37.7,99,10.247843836390787,0.8656629512560243,1.4301689269569238,11.702265372149208,1.0262699999998404,3.576824999999986,8.310816000000116,13.820544,14.256000000000084,16.197840000000042,17.39529000000016,22.662314999999868,24.75932399999984,28.677024,35.46666000000005,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.5,25,0.0,0.9710638103503448,1.3764276882452906,0.27348163035369577,0.01998,0.05049,0.057456,0.06237,0.06723,0.07587,0.08667,0.1060829999999441,0.1266839999997955,0.1809269999998605,14.06889000000001,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,11.0,99,13.454034717483609,0.9869691212313076,1.0111777376724709,50.0,4
23,"3-26-23 Unfed Hemo +
 gsif 10^-6M segment 3",False,0.03645,0.04374,0.04725,0.05265,0.05886,0.0729,0.08721,0.1101599999999734,0.1533600000002479,0.8419679999999974,7.85619,-100,-100.0,-100.0,-100.0,2.0,5.0,38.19999999999999,58.0,79.60000000000002,93.0,99,15.733002543459758,0.9913049455270162,1.0066424494031696,15.893129770966652,0.01026,0.0135,0.01863,0.01998,0.02052,0.02106,0.0216,0.02376,0.02835,0.04428,2.42622,-100,-100.0,-100.0,0.0,14.0,26.0,37.0,52.0,69.0,83.0,99,50.90615293695456,0.9909859781884652,1.0033497096916435,13.906249999964912,0.01161,0.07992,0.08316,0.08613,0.09207,0.0999,0.1135080000000016,0.1396710000001576,0.1955880000002253,0.3786750000001122,2.187539999999899,-100,-100.0,-100.0,-100.0,5.0,19.0,43.0,58.0,74.0,89.0,99,10.483369925768107,0.9284127375955364,1.0126234220722623,7.089080459760435,0.2635199999999713,1.0397699999998622,1.090044,1.233900000000176,1.257390000000214,3.870989999999893,11.89944000000014,12.767489999999952,15.473106000000191,16.870139999999992,16.946010000000115,-100,-100.0,-100.0,-79.6,42.00000000000001,48.0,87.4,92.6,94.0,95.2,97,0.0,0.9420359128786208,1.0005420140604833,4.8156323032986155,0.01296,0.05022,0.05643,0.06021,0.066312,0.07101,0.080568,0.099711,0.1242539999998371,0.1725299999998696,13.675499999999827,-100,-100.0,-100.0,-100.0,6.0,9.0,12.0,16.0,23.0,65.0,99,13.80736281,0.9775715695952584,1.0304139965415329,46.36690647474542,8
24,"4-3-23 Saline 0 +
 gsif 10^-6M segment 0",False,0.03726,0.04671,0.04995,0.05292,0.0567,0.06048,0.065556,0.07344,0.09126,0.1741500000000542,11.025449999999864,0,2.0,4.0,6.0,8.0,10.0,13.0,19.0,45.80000000000007,90.80000000000008,98,16.50851282773766,0.991722787,1.1645847592972616,46.309392265114276,0.01026,0.01269,0.01458,0.01647,0.01836,0.02025,0.02241,0.02646,0.03213,0.05427,3.8350800000000618,0,18.0,28.0,35.0,45.0,53.0,63.0,72.79999999999995,82.0,91.0,99,53.07751018889091,0.9923261053224322,1.1264076130055534,23.092307692268825,0.07857,0.097281,0.1036800000001676,0.1104029999997692,0.1182599999999638,0.1266299999999773,0.1352699999999458,0.1442070000000057,0.15633,0.1818989999999986,1.2932999999998174,0,7.0,14.0,24.0,34.0,46.0,58.0,70.0,81.0,91.0,99,8.013997361478893,0.8118997912315778,1.310175054704706,2.3674321503179607,0.2149199999998927,0.2562300000004143,0.2860380000000077,0.3056400000002668,0.3440880000002381,0.3707100000001446,0.4429080000001704,0.6309900000003381,1.029726,8.249039999999695,16.71056999999996,0,1.5,4.0,23.5,30.0,33.5,38.0,43.0,79.0,93.5,99,4.326204515406211,0.9317348241262848,1.1506683771171575,8.507207207204184,0.04212,0.05967,0.06615,0.07425,0.08532,0.09342,0.09747,0.1039499999999407,0.1111319999999523,0.1198800000001938,17.95122000000015,0,8.0,15.0,21.0,30.0,47.0,65.0,74.0,82.0,91.0,99,11.753334625916956,0.989366182,1.2547369215671629,50.0,11
